Itens;Quantidade; Valor Total ;Data
Abacaxi FRUTA;9;R$ 8,23;13/03/2023
Abacaxi FRUTA;5;R$ 4,57;19/02/2023
Abacaxi FRUTA;6;R$ 5,49;03/01/2023
Abacaxi FRUTA;3;R$ 2,74;10/03/2023
Abacaxi FRUTA;2;R$ 1,83;05/01/2023
Abacaxi FRUTA;9;R$ 8,23;19/03/2023
Abacaxi FRUTA;9;R$ 8,23;15/02/2023
Abacaxi FRUTA;7;R$ 6,40;18/03/2023
Abacaxi FRUTA;2;R$ 1,83;27/03/2023
Abacaxi FRUTA;4;R$ 3,66;21/02/2023
Abacaxi FRUTA;2;R$ 1,83;24/01/2023
Abacaxi FRUTA;5;R$ 4,57;20/01/2023
Abacaxi FRUTA;2;R$ 1,83;05/02/2023
Abacaxi FRUTA;6;R$ 5,49;25/02/2023
Abacaxi FRUTA;2;R$ 1,83;18/01/2023
Abacaxi FRUTA;2;R$ 1,83;08/01/2023
Abacaxi FRUTA;3;R$ 2,74;13/01/2023
Abacaxi FRUTA;7;R$ 6,40;08/02/2023
Abacaxi FRUTA;9;R$ 8,23;26/03/2023
Abacaxi FRUTA;7;R$ 6,40;22/03/2023
Fatia bolo caseiro;9;R$ 8,23;24/01/2023
Fatia bolo caseiro;1;R$ 0,91;06/01/2023
Fatia bolo caseiro;3;R$ 2,74;14/03/2023
Fatia bolo caseiro;4;R$ 3,66;01/01/2023
Fatia bolo caseiro;5;R$ 4,57;05/01/2023
Fatia bolo caseiro;3;R$ 2,74;09/02/2023
Fatia bolo caseiro;2;R$ 1,83;27/02/2023
Fatia bolo caseiro;10;R$ 9,14;25/01/2023
Fatia bolo caseiro;10;R$ 9,14;21/03/2023
Fatia bolo caseiro;3;R$ 2,74;29/01/2023
Fatia bolo caseiro;7;R$ 6,40;27/03/2023
Fatia bolo caseiro;4;R$ 3,66;30/01/2023
Fatia bolo caseiro;1;R$ 0,91;03/03/2023
Fatia bolo caseiro;8;R$ 7,32;31/03/2023
Fatia bolo caseiro;9;R$ 8,23;24/02/2023
Fatia bolo caseiro;9;R$ 8,23;12/01/2023
Fatia bolo caseiro;3;R$ 2,74;18/02/2023
Fatia bolo caseiro;5;R$ 4,57;19/03/2023
Fatia bolo caseiro;4;R$ 3,66;03/03/2023
Fatia bolo caseiro;8;R$ 7,32;06/01/2023
Fatia bolo caseiro;5;R$ 4,57;02/01/2023
Fatia bolo caseiro;1;R$ 0,91;14/02/2023
Fatia bolo caseiro;10;R$ 9,14;10/01/2023
Fatia bolo caseiro;4;R$ 3,66;21/02/2023
Fatia bolo caseiro;8;R$ 7,32;21/01/2023
Fatia bolo caseiro;8;R$ 7,32;05/02/2023
Fatia bolo caseiro;3;R$ 2,74;22/02/2023
Fatia bolo caseiro;3;R$ 2,74;24/02/2023
Fatia bolo caseiro;6;R$ 5,49;15/02/2023
Fatia bolo caseiro;4;R$ 3,66;14/02/2023
Fatia bolo caseiro;1;R$ 0,91;19/02/2023
Fatia bolo caseiro;8;R$ 7,32;01/04/2023
Fatia bolo caseiro;5;R$ 4,57;05/01/2023
Fatia bolo caseiro;5;R$ 4,57;25/03/2023
Fatia bolo caseiro;2;R$ 1,83;23/01/2023
Fatia bolo caseiro;2;R$ 1,83;13/02/2023
Fatia bolo caseiro;4;R$ 3,66;29/01/2023
Fatia bolo caseiro;3;R$ 2,74;03/01/2023
Fatia bolo caseiro;10;R$ 9,14;22/03/2023
Fatia bolo caseiro;7;R$ 6,40;05/03/2023
Fatia bolo caseiro;5;R$ 4,57;14/02/2023
Fatia bolo caseiro;4;R$ 3,66;10/03/2023
Fatia bolo caseiro;3;R$ 2,74;23/02/2023
Fatia bolo caseiro;2;R$ 1,83;29/03/2023
Fatia bolo caseiro;7;R$ 6,40;14/02/2023
Fatia bolo caseiro;10;R$ 9,14;12/01/2023
Fatia bolo caseiro;6;R$ 5,49;03/02/2023
Fatia bolo caseiro;3;R$ 2,74;22/01/2023
Fatia bolo caseiro;10;R$ 9,14;18/03/2023
Fatia bolo caseiro;8;R$ 7,32;27/01/2023
Fatia bolo caseiro;5;R$ 4,57;09/03/2023
Fatia bolo caseiro;8;R$ 7,32;09/01/2023
Fatia bolo caseiro;1;R$ 0,91;20/03/2023
Fatia bolo caseiro;3;R$ 2,74;16/02/2023
Fatia bolo caseiro;2;R$ 1,83;04/01/2023
Fatia bolo caseiro;6;R$ 5,49;10/03/2023
Fatia bolo caseiro;9;R$ 8,23;09/03/2023
Fatia bolo caseiro;10;R$ 9,14;18/02/2023
Fatia bolo caseiro;10;R$ 9,14;08/03/2023
Fatia bolo caseiro;3;R$ 2,74;04/03/2023
Fatia bolo caseiro;4;R$ 3,66;22/03/2023
Fatia bolo caseiro;7;R$ 6,40;05/01/2023
Fatia bolo caseiro;4;R$ 3,66;07/02/2023
Fatia bolo caseiro;8;R$ 7,32;12/02/2023
Fatia bolo caseiro;10;R$ 9,14;21/02/2023
Fatia bolo caseiro;1;R$ 0,91;17/02/2023
Fatia bolo caseiro;10;R$ 9,14;25/02/2023
Fatia bolo caseiro;7;R$ 6,40;25/02/2023
Fatia bolo caseiro;2;R$ 1,83;03/03/2023
Fatia bolo caseiro;4;R$ 3,66;03/03/2023
Fatia bolo caseiro;6;R$ 5,49;01/01/2023
Fatia bolo caseiro;1;R$ 0,91;14/02/2023
Fatia bolo caseiro;2;R$ 1,83;03/02/2023
Fatia bolo caseiro;8;R$ 7,32;11/02/2023
Fatia bolo caseiro;2;R$ 1,83;26/01/2023
Fatia bolo caseiro;3;R$ 2,74;22/01/2023
Fatia bolo caseiro;2;R$ 1,83;20/03/2023
Fatia bolo caseiro;1;R$ 0,91;15/03/2023
Fatia bolo caseiro;9;R$ 8,23;26/03/2023
Fatia bolo caseiro;3;R$ 2,74;27/03/2023
Fatia bolo caseiro;10;R$ 9,14;03/03/2023
Fatia bolo caseiro;8;R$ 7,32;07/02/2023
Fatia bolo caseiro;3;R$ 2,74;05/01/2023
Fatia bolo caseiro;8;R$ 7,32;14/03/2023
Fatia bolo caseiro;6;R$ 5,49;15/02/2023
Fatia bolo caseiro;7;R$ 6,40;11/02/2023
Fatia bolo caseiro;8;R$ 7,32;10/01/2023
Fatia bolo caseiro;10;R$ 9,14;29/01/2023
Fatia bolo caseiro;4;R$ 3,66;26/02/2023
Fatia bolo caseiro;3;R$ 2,74;19/02/2023
Beijinho;5;R$ 4,57;10/03/2023
Beijinho;7;R$ 6,40;19/03/2023
Beijinho;1;R$ 0,91;02/02/2023
Beijinho;10;R$ 9,14;14/02/2023
Beijinho;2;R$ 1,83;09/03/2023
Beijinho;7;R$ 6,40;14/03/2023
Beijinho;4;R$ 3,66;04/01/2023
Beijinho;2;R$ 1,83;20/02/2023
Beijinho;1;R$ 0,91;24/03/2023
Beijinho;8;R$ 7,32;21/02/2023
Beijinho;3;R$ 2,74;08/03/2023
Beijinho;4;R$ 3,66;19/01/2023
Beijinho;7;R$ 6,40;09/02/2023
Beijinho;8;R$ 7,32;19/03/2023
Beijinho;3;R$ 2,74;02/02/2023
Beijinho;5;R$ 4,57;19/01/2023
Beijinho;5;R$ 4,57;14/03/2023
Beijinho;5;R$ 4,57;23/02/2023
Beijinho;5;R$ 4,57;08/02/2023
Beijinho;5;R$ 4,57;07/03/2023
Beijinho;7;R$ 6,40;23/03/2023
Beijinho;3;R$ 2,74;06/01/2023
Beijinho;7;R$ 6,40;29/01/2023
Beijinho;2;R$ 1,83;10/02/2023
Beijinho;3;R$ 2,74;18/03/2023
Beijinho;3;R$ 2,74;23/03/2023
Beijinho;9;R$ 8,23;18/02/2023
Beijinho;3;R$ 2,74;26/02/2023
Beijinho;9;R$ 8,23;03/02/2023
Beijinho;10;R$ 9,14;19/03/2023
Beijinho;8;R$ 7,32;20/03/2023
Beijinho;6;R$ 5,49;08/01/2023
Beijinho;2;R$ 1,83;05/02/2023
Beijinho;7;R$ 6,40;17/03/2023
Beijinho;2;R$ 1,83;13/03/2023
Beijinho;3;R$ 2,74;12/03/2023
Beijinho;2;R$ 1,83;07/01/2023
Beijinho;1;R$ 0,91;13/01/2023
Beijinho;8;R$ 7,32;01/02/2023
Beijinho;10;R$ 9,14;29/03/2023
Beijinho;6;R$ 5,49;12/02/2023
Beijinho;3;R$ 2,74;07/03/2023
Beijinho;8;R$ 7,32;19/03/2023
Beijinho;5;R$ 4,57;05/01/2023
Beijinho;3;R$ 2,74;31/03/2023
Beijinho;1;R$ 0,91;07/02/2023
Beijinho;7;R$ 6,40;01/02/2023
Beijinho;2;R$ 1,83;23/01/2023
Beijinho;9;R$ 8,23;23/03/2023
Beijinho;7;R$ 6,40;26/02/2023
Beijinho;10;R$ 9,14;31/03/2023
Beijinho;4;R$ 3,66;10/02/2023
Beijinho;8;R$ 7,32;13/03/2023
Beijinho;9;R$ 8,23;23/01/2023
Beijinho;5;R$ 4,57;20/03/2023
Beijinho;4;R$ 3,66;23/02/2023
Beijinho;4;R$ 3,66;05/03/2023
Beijinho;2;R$ 1,83;24/01/2023
Beijinho;4;R$ 3,66;09/01/2023
Beijinho;1;R$ 0,91;24/03/2023
Beijinho;8;R$ 7,32;22/03/2023
Beijinho;10;R$ 9,14;30/03/2023
Beijinho;5;R$ 4,57;17/02/2023
Beijinho;10;R$ 9,14;23/01/2023
Beijinho;8;R$ 7,32;18/02/2023
Beijinho;9;R$ 8,23;12/03/2023
Beijinho;3;R$ 2,74;01/03/2023
Beijinho;10;R$ 9,14;24/02/2023
Beijinho;5;R$ 4,57;10/02/2023
Beijinho;8;R$ 7,32;01/02/2023
Beijinho;2;R$ 1,83;07/01/2023
Beijinho;10;R$ 9,14;19/03/2023
Beijinho;9;R$ 8,23;12/01/2023
Beijinho;2;R$ 1,83;19/02/2023
Beijinho;6;R$ 5,49;02/01/2023
Beijinho;10;R$ 9,14;03/02/2023
Beijinho;2;R$ 1,83;25/01/2023
Beijinho;1;R$ 0,91;04/02/2023
Beijinho;4;R$ 3,66;05/02/2023
Beijinho;10;R$ 9,14;26/01/2023
Beijinho;10;R$ 9,14;17/03/2023
Beijinho;8;R$ 7,32;26/03/2023
Beijinho;3;R$ 2,74;02/03/2023
Beijinho;4;R$ 3,66;01/03/2023
Beijinho;10;R$ 9,14;20/03/2023
Beijinho;2;R$ 1,83;28/01/2023
Beijinho;1;R$ 0,91;10/02/2023
Beijinho;10;R$ 9,14;08/03/2023
Beijinho;4;R$ 3,66;19/03/2023
Beijinho;5;R$ 4,57;20/02/2023
requeijão ;8;R$ 7,32;15/01/2023
requeijão ;9;R$ 8,23;18/01/2023
requeijão ;5;R$ 4,57;17/03/2023
requeijão ;9;R$ 8,23;14/03/2023
requeijão ;1;R$ 0,91;07/01/2023
requeijão ;10;R$ 9,14;11/03/2023
requeijão ;3;R$ 2,74;28/01/2023
requeijão ;4;R$ 3,66;04/02/2023
requeijão ;1;R$ 0,91;15/03/2023
requeijão ;8;R$ 7,32;03/02/2023
requeijão ;7;R$ 6,40;18/02/2023
requeijão ;1;R$ 0,91;22/03/2023
requeijão ;4;R$ 3,66;05/02/2023
requeijão ;9;R$ 8,23;08/01/2023
requeijão ;3;R$ 2,74;17/02/2023
requeijão ;1;R$ 0,91;31/01/2023
requeijão ;5;R$ 4,57;15/02/2023
requeijão ;4;R$ 3,66;01/04/2023
requeijão ;1;R$ 0,91;14/03/2023
requeijão ;8;R$ 7,32;23/01/2023
requeijão ;3;R$ 2,74;16/01/2023
requeijão ;7;R$ 6,40;03/01/2023
requeijão ;10;R$ 9,14;21/03/2023
requeijão ;4;R$ 3,66;01/04/2023
requeijão ;5;R$ 4,57;30/03/2023
requeijão ;5;R$ 4,57;30/03/2023
requeijão ;3;R$ 2,74;06/03/2023
requeijão ;2;R$ 1,83;27/03/2023
requeijão ;7;R$ 6,40;08/01/2023
requeijão ;5;R$ 4,57;27/03/2023
requeijão ;5;R$ 4,57;10/02/2023
requeijão ;3;R$ 2,74;24/02/2023
requeijão ;9;R$ 8,23;14/01/2023
requeijão ;10;R$ 9,14;10/02/2023
requeijão ;7;R$ 6,40;31/01/2023
requeijão ;6;R$ 5,49;27/03/2023
requeijão ;10;R$ 9,14;26/03/2023
requeijão ;3;R$ 2,74;13/01/2023
requeijão ;4;R$ 3,66;23/03/2023
requeijão ;7;R$ 6,40;17/03/2023
requeijão ;3;R$ 2,74;13/02/2023
requeijão ;3;R$ 2,74;05/01/2023
requeijão ;5;R$ 4,57;29/03/2023
requeijão ;5;R$ 4,57;01/03/2023
requeijão ;1;R$ 0,91;24/02/2023
requeijão ;4;R$ 3,66;19/01/2023
requeijão ;5;R$ 4,57;14/01/2023
requeijão ;1;R$ 0,91;11/02/2023
requeijão ;6;R$ 5,49;03/01/2023
requeijão ;10;R$ 9,14;25/02/2023
requeijão ;9;R$ 8,23;05/03/2023
requeijão ;4;R$ 3,66;13/03/2023
requeijão ;10;R$ 9,14;30/01/2023
requeijão ;9;R$ 8,23;19/02/2023
requeijão ;9;R$ 8,23;31/01/2023
requeijão ;5;R$ 4,57;24/02/2023
requeijão ;3;R$ 2,74;28/01/2023
requeijão ;2;R$ 1,83;28/01/2023
requeijão ;6;R$ 5,49;25/03/2023
requeijão ;2;R$ 1,83;22/02/2023
requeijão ;3;R$ 2,74;22/02/2023
requeijão ;3;R$ 2,74;30/03/2023
requeijão ;4;R$ 3,66;23/02/2023
requeijão ;6;R$ 5,49;22/02/2023
requeijão ;6;R$ 5,49;29/01/2023
requeijão ;9;R$ 8,23;10/03/2023
requeijão ;9;R$ 8,23;23/02/2023
requeijão ;1;R$ 0,91;21/01/2023
requeijão ;8;R$ 7,32;17/03/2023
requeijão ;3;R$ 2,74;31/01/2023
requeijão ;2;R$ 1,83;09/03/2023
requeijão ;2;R$ 1,83;10/02/2023
requeijão ;4;R$ 3,66;26/01/2023
requeijão ;5;R$ 4,57;15/03/2023
requeijão ;5;R$ 4,57;24/03/2023
requeijão ;5;R$ 4,57;23/01/2023
requeijão ;10;R$ 9,14;31/03/2023
requeijão ;6;R$ 5,49;15/01/2023
requeijão ;6;R$ 5,49;17/02/2023
requeijão ;1;R$ 0,91;17/01/2023
requeijão ;8;R$ 7,32;17/03/2023
requeijão ;2;R$ 1,83;01/02/2023
requeijão ;4;R$ 3,66;27/03/2023
requeijão ;10;R$ 9,14;20/02/2023
requeijão ;8;R$ 7,32;10/03/2023
requeijão ;3;R$ 2,74;16/02/2023
requeijão ;1;R$ 0,91;25/02/2023
requeijão ;8;R$ 7,32;27/02/2023
requeijão ;6;R$ 5,49;08/02/2023
requeijão ;1;R$ 0,91;13/03/2023
catupiry;2;R$ 1,83;17/01/2023
catupiry;3;R$ 2,74;16/03/2023
catupiry;3;R$ 2,74;01/03/2023
catupiry;1;R$ 0,91;10/03/2023
catupiry;8;R$ 7,32;18/01/2023
catupiry;9;R$ 8,23;25/03/2023
catupiry;5;R$ 4,57;06/02/2023
catupiry;3;R$ 2,74;27/02/2023
catupiry;10;R$ 9,14;21/03/2023
catupiry;7;R$ 6,40;15/01/2023
catupiry;9;R$ 8,23;30/03/2023
catupiry;6;R$ 5,49;01/04/2023
catupiry;3;R$ 2,74;11/03/2023
catupiry;7;R$ 6,40;21/02/2023
catupiry;3;R$ 2,74;04/02/2023
catupiry;3;R$ 2,74;25/01/2023
catupiry;7;R$ 6,40;21/01/2023
catupiry;3;R$ 2,74;26/03/2023
catupiry;10;R$ 9,14;26/01/2023
catupiry;2;R$ 1,83;28/01/2023
catupiry;4;R$ 3,66;25/02/2023
catupiry;8;R$ 7,32;31/01/2023
catupiry;1;R$ 0,91;14/01/2023
catupiry;8;R$ 7,32;01/01/2023
catupiry;9;R$ 8,23;21/03/2023
catupiry;8;R$ 7,32;11/02/2023
catupiry;4;R$ 3,66;18/01/2023
catupiry;3;R$ 2,74;21/02/2023
catupiry;9;R$ 8,23;28/03/2023
catupiry;3;R$ 2,74;16/02/2023
catupiry;10;R$ 9,14;31/03/2023
catupiry;10;R$ 9,14;03/01/2023
catupiry;1;R$ 0,91;02/03/2023
catupiry;6;R$ 5,49;13/03/2023
catupiry;5;R$ 4,57;01/02/2023
catupiry;5;R$ 4,57;02/03/2023
catupiry;8;R$ 7,32;27/03/2023
catupiry;8;R$ 7,32;03/01/2023
catupiry;3;R$ 2,74;17/02/2023
catupiry;3;R$ 2,74;27/02/2023
catupiry;8;R$ 7,32;03/03/2023
catupiry;8;R$ 7,32;20/01/2023
catupiry;10;R$ 9,14;28/02/2023
catupiry;10;R$ 9,14;29/01/2023
catupiry;9;R$ 8,23;02/03/2023
catupiry;8;R$ 7,32;12/03/2023
catupiry;4;R$ 3,66;14/02/2023
catupiry;9;R$ 8,23;27/02/2023
catupiry;6;R$ 5,49;12/01/2023
catupiry;2;R$ 1,83;17/03/2023
catupiry;9;R$ 8,23;25/02/2023
catupiry;10;R$ 9,14;24/03/2023
catupiry;6;R$ 5,49;17/02/2023
catupiry;1;R$ 0,91;25/03/2023
catupiry;7;R$ 6,40;05/02/2023
catupiry;5;R$ 4,57;15/01/2023
catupiry;2;R$ 1,83;26/01/2023
catupiry;6;R$ 5,49;06/01/2023
catupiry;1;R$ 0,91;18/01/2023
catupiry;5;R$ 4,57;06/03/2023
catupiry;9;R$ 8,23;28/01/2023
catupiry;4;R$ 3,66;02/03/2023
catupiry;5;R$ 4,57;15/01/2023
catupiry;4;R$ 3,66;30/01/2023
catupiry;10;R$ 9,14;04/01/2023
catupiry;3;R$ 2,74;19/03/2023
catupiry;9;R$ 8,23;24/02/2023
catupiry;7;R$ 6,40;07/01/2023
catupiry;8;R$ 7,32;26/02/2023
catupiry;1;R$ 0,91;03/03/2023
catupiry;6;R$ 5,49;20/02/2023
catupiry;9;R$ 8,23;18/01/2023
catupiry;4;R$ 3,66;24/02/2023
catupiry;3;R$ 2,74;21/03/2023
catupiry;8;R$ 7,32;13/03/2023
catupiry;5;R$ 4,57;28/01/2023
catupiry;10;R$ 9,14;21/03/2023
catupiry;5;R$ 4,57;19/03/2023
catupiry;6;R$ 5,49;13/02/2023
catupiry;6;R$ 5,49;25/03/2023
catupiry;5;R$ 4,57;16/03/2023
catupiry;2;R$ 1,83;25/02/2023
catupiry;10;R$ 9,14;30/03/2023
catupiry;7;R$ 6,40;08/01/2023
catupiry;4;R$ 3,66;30/01/2023
catupiry;7;R$ 6,40;09/03/2023
catupiry;10;R$ 9,14;04/02/2023
catupiry;4;R$ 3,66;14/01/2023
catupiry;6;R$ 5,49;03/03/2023
catupiry;6;R$ 5,49;07/02/2023
shot ;3;R$ 2,74;09/03/2023
shot ;10;R$ 9,14;10/01/2023
shot ;2;R$ 1,83;08/02/2023
shot ;10;R$ 9,14;29/01/2023
shot ;7;R$ 6,40;12/01/2023
shot ;4;R$ 3,66;28/01/2023
shot ;9;R$ 8,23;28/01/2023
shot ;6;R$ 5,49;10/03/2023
shot ;8;R$ 7,32;22/01/2023
shot ;8;R$ 7,32;23/01/2023
shot ;1;R$ 0,91;16/01/2023
shot ;2;R$ 1,83;02/02/2023
shot ;5;R$ 4,57;02/02/2023
shot ;6;R$ 5,49;24/02/2023
shot ;7;R$ 6,40;23/03/2023
shot ;1;R$ 0,91;18/02/2023
shot ;1;R$ 0,91;12/01/2023
shot ;3;R$ 2,74;27/01/2023
shot ;9;R$ 8,23;04/03/2023
shot ;10;R$ 9,14;26/02/2023
shot ;3;R$ 2,74;05/02/2023
shot ;10;R$ 9,14;15/03/2023
shot ;3;R$ 2,74;01/03/2023
shot ;2;R$ 1,83;22/03/2023
shot ;3;R$ 2,74;01/03/2023
shot ;5;R$ 4,57;10/02/2023
shot ;8;R$ 7,32;07/03/2023
shot ;8;R$ 7,32;06/02/2023
shot ;8;R$ 7,32;08/03/2023
shot ;9;R$ 8,23;04/03/2023
shot ;10;R$ 9,14;22/03/2023
shot ;5;R$ 4,57;26/02/2023
shot ;8;R$ 7,32;26/01/2023
shot ;2;R$ 1,83;29/01/2023
shot ;7;R$ 6,40;04/03/2023
shot ;10;R$ 9,14;29/03/2023
shot ;10;R$ 9,14;18/02/2023
shot ;2;R$ 1,83;19/02/2023
shot ;1;R$ 0,91;12/03/2023
shot ;3;R$ 2,74;12/03/2023
shot ;2;R$ 1,83;11/02/2023
shot ;10;R$ 9,14;01/01/2023
shot ;1;R$ 0,91;15/01/2023
shot ;5;R$ 4,57;19/03/2023
shot ;5;R$ 4,57;24/01/2023
shot ;6;R$ 5,49;19/03/2023
shot ;7;R$ 6,40;31/03/2023
shot ;8;R$ 7,32;08/01/2023
shot ;10;R$ 9,14;31/01/2023
shot ;9;R$ 8,23;18/03/2023
shot ;8;R$ 7,32;17/02/2023
shot ;6;R$ 5,49;03/02/2023
shot ;6;R$ 5,49;25/03/2023
shot ;9;R$ 8,23;21/01/2023
shot ;7;R$ 6,40;15/01/2023
shot ;10;R$ 9,14;06/02/2023
shot ;9;R$ 8,23;17/02/2023
shot ;6;R$ 5,49;27/02/2023
shot ;2;R$ 1,83;11/03/2023
shot ;7;R$ 6,40;16/02/2023
shot ;9;R$ 8,23;16/01/2023
shot ;10;R$ 9,14;17/01/2023
shot ;1;R$ 0,91;06/03/2023
shot ;10;R$ 9,14;08/01/2023
shot ;9;R$ 8,23;26/02/2023
shot ;6;R$ 5,49;17/03/2023
shot ;2;R$ 1,83;14/02/2023
shot ;6;R$ 5,49;09/03/2023
shot ;1;R$ 0,91;28/01/2023
shot ;10;R$ 9,14;13/03/2023
shot ;7;R$ 6,40;26/02/2023
shot ;3;R$ 2,74;10/02/2023
shot ;2;R$ 1,83;25/03/2023
shot ;6;R$ 5,49;07/01/2023
shot ;7;R$ 6,40;16/03/2023
shot ;10;R$ 9,14;29/01/2023
shot ;7;R$ 6,40;17/03/2023
shot ;5;R$ 4,57;20/01/2023
shot ;3;R$ 2,74;23/03/2023
shot ;8;R$ 7,32;05/03/2023
shot ;7;R$ 6,40;28/01/2023
shot ;2;R$ 1,83;23/02/2023
shot ;10;R$ 9,14;02/02/2023
shot ;5;R$ 4,57;13/01/2023
shot ;3;R$ 2,74;05/01/2023
shot ;9;R$ 8,23;06/03/2023
shot ;3;R$ 2,74;03/02/2023
shot ;5;R$ 4,57;03/02/2023
shot ;7;R$ 6,40;07/02/2023
shot ;6;R$ 5,49;11/01/2023
Quiche de queijo P;7;R$ 6,40;15/02/2023
Quiche de queijo P;6;R$ 5,49;09/01/2023
Quiche de queijo P;7;R$ 6,40;31/03/2023
Quiche de queijo P;8;R$ 7,32;01/03/2023
Quiche de queijo P;5;R$ 4,57;01/04/2023
Quiche de queijo P;6;R$ 5,49;14/02/2023
Quiche de queijo P;1;R$ 0,91;18/01/2023
Quiche de queijo P;4;R$ 3,66;19/02/2023
Quiche de queijo P;4;R$ 3,66;19/03/2023
Quiche de queijo P;6;R$ 5,49;13/02/2023
Quiche de queijo P;9;R$ 8,23;29/03/2023
Quiche de queijo P;8;R$ 7,32;25/03/2023
Quiche de queijo P;10;R$ 9,14;23/03/2023
Quiche de queijo P;3;R$ 2,74;27/02/2023
Quiche de queijo P;8;R$ 7,32;06/02/2023
Quiche de queijo P;5;R$ 4,57;05/02/2023
Quiche de queijo P;5;R$ 4,57;03/03/2023
Quiche de queijo P;6;R$ 5,49;17/01/2023
Quiche de queijo P;1;R$ 0,91;09/01/2023
Quiche de queijo P;8;R$ 7,32;17/03/2023
Quiche de queijo P;10;R$ 9,14;05/03/2023
Quiche de queijo P;4;R$ 3,66;01/01/2023
Quiche de queijo P;6;R$ 5,49;23/03/2023
Quiche de queijo P;8;R$ 7,32;01/03/2023
Quiche de queijo P;6;R$ 5,49;08/01/2023
Quiche de queijo P;4;R$ 3,66;24/03/2023
Quiche de queijo P;8;R$ 7,32;18/01/2023
Quiche de queijo P;2;R$ 1,83;21/03/2023
Quiche de queijo P;6;R$ 5,49;19/01/2023
Quiche de queijo P;5;R$ 4,57;14/03/2023
Quiche de queijo P;1;R$ 0,91;10/01/2023
Quiche de queijo P;7;R$ 6,40;27/03/2023
Quiche de queijo P;1;R$ 0,91;11/02/2023
Quiche de queijo P;8;R$ 7,32;05/01/2023
Quiche de queijo P;3;R$ 2,74;25/03/2023
Quiche de queijo P;3;R$ 2,74;21/02/2023
Quiche de queijo P;5;R$ 4,57;12/02/2023
Quiche de queijo P;3;R$ 2,74;15/02/2023
Quiche de queijo P;6;R$ 5,49;03/01/2023
Quiche de queijo P;4;R$ 3,66;03/03/2023
Quiche de queijo P;9;R$ 8,23;16/03/2023
Quiche de queijo P;2;R$ 1,83;01/03/2023
Quiche de queijo P;5;R$ 4,57;18/01/2023
Quiche de queijo P;2;R$ 1,83;28/02/2023
Quiche de queijo P;3;R$ 2,74;18/01/2023
Quiche de queijo P;4;R$ 3,66;27/03/2023
Quiche de queijo P;9;R$ 8,23;17/01/2023
Quiche de queijo P;6;R$ 5,49;31/03/2023
Quiche de queijo P;6;R$ 5,49;07/02/2023
Quiche de queijo P;3;R$ 2,74;17/03/2023
Quiche de queijo P;10;R$ 9,14;10/02/2023
Quiche de queijo P;5;R$ 4,57;16/01/2023
Quiche de queijo P;9;R$ 8,23;27/02/2023
Quiche de queijo P;9;R$ 8,23;31/03/2023
Quiche de queijo P;6;R$ 5,49;09/02/2023
Quiche de queijo P;7;R$ 6,40;15/02/2023
Quiche de queijo P;4;R$ 3,66;22/01/2023
Quiche de queijo P;6;R$ 5,49;31/01/2023
Quiche de queijo P;8;R$ 7,32;03/01/2023
Quiche de queijo P;6;R$ 5,49;06/01/2023
Quiche de queijo P;1;R$ 0,91;17/01/2023
Quiche de queijo P;7;R$ 6,40;15/02/2023
Quiche de queijo P;10;R$ 9,14;20/02/2023
Quiche de queijo P;7;R$ 6,40;23/02/2023
Quiche de queijo P;8;R$ 7,32;24/03/2023
Quiche de queijo P;10;R$ 9,14;12/02/2023
Quiche de queijo P;8;R$ 7,32;06/01/2023
Quiche de queijo P;7;R$ 6,40;21/02/2023
Quiche de queijo P;5;R$ 4,57;07/02/2023
Quiche de queijo P;8;R$ 7,32;17/01/2023
Quiche de queijo P;3;R$ 2,74;08/03/2023
Quiche de queijo P;8;R$ 7,32;16/02/2023
Quiche de queijo P;4;R$ 3,66;06/02/2023
Quiche de queijo P;8;R$ 7,32;31/01/2023
Quiche de queijo P;10;R$ 9,14;14/03/2023
Quiche de queijo P;6;R$ 5,49;17/03/2023
Quiche de queijo P;3;R$ 2,74;27/01/2023
Quiche de queijo P;6;R$ 5,49;27/03/2023
Quiche de queijo P;7;R$ 6,40;13/01/2023
Quiche de queijo P;4;R$ 3,66;27/03/2023
Quiche de queijo P;6;R$ 5,49;22/02/2023
Quiche de queijo P;8;R$ 7,32;04/03/2023
Quiche de queijo P;1;R$ 0,91;17/01/2023
Quiche de queijo P;5;R$ 4,57;12/02/2023
Quiche de queijo P;2;R$ 1,83;10/03/2023
Quiche de queijo P;7;R$ 6,40;27/03/2023
Quiche de queijo P;1;R$ 0,91;16/01/2023
Quiche de queijo P;6;R$ 5,49;13/02/2023
Quiche de queijo P;6;R$ 5,49;06/02/2023
Quiche de queijo P;3;R$ 2,74;05/03/2023
FOLHADO Presunto e queijo;6;R$ 5,49;01/03/2023
FOLHADO Presunto e queijo;10;R$ 9,14;15/02/2023
FOLHADO Presunto e queijo;3;R$ 2,74;25/03/2023
FOLHADO Presunto e queijo;2;R$ 1,83;28/02/2023
FOLHADO Presunto e queijo;8;R$ 7,32;27/03/2023
FOLHADO Presunto e queijo;7;R$ 6,40;16/02/2023
FOLHADO Presunto e queijo;9;R$ 8,23;22/03/2023
FOLHADO Presunto e queijo;1;R$ 0,91;26/03/2023
FOLHADO Presunto e queijo;9;R$ 8,23;09/03/2023
FOLHADO Presunto e queijo;6;R$ 5,49;06/02/2023
